Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
76751.00,1133.18,467.77,210.44,77745.00,312.61,0.89,0.99,0.72,0.75,2.22,0.67,aaargaaap Sivrisi
88927.00,1219.85,511.53,222.01,89616.00,336.49,0.90,0.99,0.64,0.75,2.30,0.66,aaargaaap Sivrisi
82527.00,1124.69,450.35,234.54,83174.00,324.16,0.85,0.99,0.63,0.82,1.92,0.72,aaargaaap Sivrisi
96644.00,1251.92,482.42,261.20,98280.00,350.79,0.84,0.98,0.76,0.77,1.85,0.73,aaargaaap Sivrisi
57366.00,947.18,390.97,187.57,57852.00,270.26,0.88,0.99,0.74,0.80,2.08,0.69,aaargaaap Sivrisi
58055.00,938.36,373.57,198.72,58730.00,271.88,0.85,0.99,0.75,0.83,1.88,0.73,aaargaaap Sivrisi
111788.00,1387.70,583.43,246.14,112884.00,377.27,0.91,0.99,0.73,0.73,2.37,0.65,aaargaaap Sivrisi
75574.00,1066.12,411.85,236.19,76639.00,310.20,0.82,0.99,0.75,0.84,1.74,0.75,aaargaaap Sivrisi
135455.00,1451.91,580.88,297.80,136373.00,415.29,0.86,0.99,0.69,0.81,1.95,0.71,aaargaaap Sivrisi
112914.00,1408.76,600.60,239.73,113754.00,379.17,0.92,0.99,0.73,0.72,2.51,0.63,aaargaaap Sivrisi
108392.00,1360.61,565.63,245.21,109408.00,371.50,0.90,0.99,0.59,0.74,2.31,0.66,aaargaaap Sivrisi
75486.00,1195.25,515.54,188.03,76527.00,310.02,0.93,0.99,0.59,0.66,2.74,0.60,aaargaaap Sivrisi
57109.00,974.64,404.44,183.35,57811.00,269.65,0.89,0.99,0.68,0.76,2.21,0.67,aaargaaap Sivrisi
110913.00,1343.40,558.89,253.44,111715.00,375.79,0.89,0.99,0.74,0.77,2.21,0.67,aaargaaap Sivrisi
94496.00,1333.29,545.30,223.83,96097.00,346.87,0.91,0.98,0.62,0.67,2.44,0.64,aaargaaap Sivrisi
82684.00,1177.12,495.69,214.00,83294.00,324.46,0.90,0.99,0.59,0.75,2.32,0.65,aaargaaap Sivrisi
67208.00,1114.39,482.69,179.09,67904.00,292.53,0.93,0.99,0.50,0.68,2.70,0.61,aaargaaap Sivrisi
68806.00,1030.20,419.43,210.05,69379.00,295.98,0.87,0.99,0.74,0.81,2.00,0.71,aaargaaap Sivrisi
95385.00,1253.28,517.08,235.43,96160.00,348.49,0.89,0.99,0.60,0.76,2.20,0.67,aaargaaap Sivrisi
52913.00,920.61,376.01,179.83,53567.00,259.56,0.88,0.99,0.64,0.78,2.09,0.69,aaargaaap Sivrisi
74733.00,1128.33,479.15,198.92,75315.00,308.47,0.91,0.99,0.55,0.74,2.41,0.64,aaargaaap Sivrisi
66485.00,1042.92,438.99,193.37,67145.00,290.95,0.90,0.99,0.76,0.77,2.27,0.66,aaargaaap Sivrisi
71746.00,1139.12,497.19,184.40,72356.00,302.24,0.93,0.99,0.65,0.69,2.70,0.61,aaargaaap Sivrisi
61022.00,1034.12,441.73,178.03,61763.00,278.74,0.92,0.99,0.75,0.72,2.48,0.63,aaargaaap Sivrisi
87631.00,1237.64,531.19,210.88,88328.00,334.03,0.92,0.99,0.57,0.72,2.52,0.63,aaargaaap Sivrisi
71437.00,1127.08,448.91,203.44,72663.00,301.59,0.89,0.98,0.62,0.71,2.21,0.67,aaargaaap Sivrisi
99484.00,1325.35,572.97,222.05,100347.00,355.90,0.92,0.99,0.76,0.71,2.58,0.62,aaargaaap Sivrisi
107935.00,1264.57,493.67,280.98,108930.00,370.71,0.82,0.99,0.70,0.85,1.76,0.75,aaargaaap Sivrisi
69442.00,1047.34,427.16,207.97,70134.00,297.35,0.87,0.99,0.67,0.80,2.05,0.70,aaargaaap Sivrisi
60501.00,962.05,384.23,202.55,61120.00,277.55,0.85,0.99,0.66,0.82,1.90,0.72,aaargaaap Sivrisi
73046.00,1124.12,471.26,198.37,74035.00,304.97,0.91,0.99,0.57,0.73,2.38,0.65,aaargaaap Sivrisi
79311.00,1134.00,471.62,214.72,80061.00,317.78,0.89,0.99,0.59,0.78,2.20,0.67,aaargaaap Sivrisi
90209.00,1212.90,500.11,230.38,91059.00,338.91,0.89,0.99,0.72,0.77,2.17,0.68,aaargaaap Sivrisi
72779.00,1142.03,491.27,189.32,73355.00,304.41,0.92,0.99,0.57,0.70,2.60,0.62,aaargaaap Sivrisi
69307.00,1066.61,446.53,198.25,69864.00,297.06,0.90,0.99,0.74,0.77,2.25,0.67,aaargaaap Sivrisi
80188.00,1136.14,469.64,218.91,80895.00,319.53,0.88,0.99,0.69,0.78,2.15,0.68,aaargaaap Sivrisi
78618.00,1174.68,475.54,212.10,79874.00,316.39,0.90,0.98,0.56,0.72,2.24,0.67,aaargaaap Sivrisi
84332.00,1200.79,508.07,211.72,85065.00,327.68,0.91,0.99,0.54,0.74,2.40,0.64,aaargaaap Sivrisi
85367.00,1174.70,482.75,226.21,86210.00,329.69,0.88,0.99,0.69,0.78,2.13,0.68,aaargaaap Sivrisi
75637.00,1167.73,508.15,190.16,76383.00,310.33,0.93,0.99,0.67,0.70,2.67,0.61,aaargaaap Sivrisi
54889.00,908.39,367.15,191.09,55393.00,264.36,0.85,0.99,0.75,0.84,1.92,0.72,aaargaaap Sivrisi
84695.00,1234.86,535.94,202.02,85511.00,328.39,0.93,0.99,0.76,0.70,2.65,0.61,aaargaaap Sivrisi
62519.00,980.92,355.22,229.66,63595.00,282.14,0.76,0.98,0.65,0.82,1.55,0.79,aaargaaap Sivrisi
69969.00,1046.42,424.06,211.41,70593.00,298.48,0.87,0.99,0.71,0.80,2.01,0.70,aaargaaap Sivrisi
110036.00,1374.74,573.88,245.45,110939.00,374.30,0.90,0.99,0.58,0.73,2.34,0.65,aaargaaap Sivrisi
97019.00,1291.44,551.14,224.62,97722.00,351.47,0.91,0.99,0.73,0.73,2.45,0.64,aaargaaap Sivrisi
116243.00,1439.46,621.26,239.33,117738.00,384.71,0.92,0.99,0.75,0.71,2.60,0.62,aaargaaap Sivrisi
78149.00,1135.60,465.41,214.90,79172.00,315.44,0.89,0.99,0.73,0.76,2.17,0.68,aaargaaap Sivrisi
83828.00,1103.11,426.65,252.01,84621.00,326.70,0.81,0.99,0.77,0.87,1.69,0.77,aaargaaap Sivrisi
81483.00,1166.90,482.70,215.59,82374.00,322.10,0.89,0.99,0.74,0.75,2.24,0.67,aaargaaap Sivrisi
75499.00,1092.65,444.71,217.78,76204.00,310.05,0.87,0.99,0.72,0.79,2.04,0.70,aaargaaap Sivrisi
94166.00,1309.61,568.30,212.80,95410.00,346.26,0.93,0.99,0.76,0.69,2.67,0.61,aaargaaap Sivrisi
99273.00,1348.05,581.92,217.86,100461.00,355.53,0.93,0.99,0.66,0.69,2.67,0.61,aaargaaap Sivrisi
100403.00,1270.84,525.00,244.06,101143.00,357.54,0.89,0.99,0.74,0.78,2.15,0.68,aaargaaap Sivrisi
85054.00,1260.36,545.34,199.45,85893.00,329.08,0.93,0.99,0.58,0.67,2.73,0.60,aaargaaap Sivrisi
88882.00,1280.15,551.11,207.57,90298.00,336.40,0.93,0.98,0.60,0.68,2.66,0.61,aaargaaap Sivrisi
97268.00,1268.14,522.35,238.01,98210.00,351.92,0.89,0.99,0.59,0.76,2.19,0.67,aaargaaap Sivrisi
79492.00,1144.24,479.80,211.37,80094.00,318.14,0.90,0.99,0.75,0.76,2.27,0.66,aaargaaap Sivrisi
79459.00,1160.77,492.10,206.15,80229.00,318.07,0.91,0.99,0.72,0.74,2.39,0.65,aaargaaap Sivrisi
73884.00,1104.07,427.86,222.20,75275.00,306.71,0.85,0.98,0.64,0.76,1.93,0.72,aaargaaap Sivrisi
87407.00,1204.13,498.60,223.97,88256.00,333.60,0.89,0.99,0.73,0.76,2.23,0.67,aaargaaap Sivrisi
80651.00,1164.79,460.86,224.57,81652.00,320.45,0.87,0.99,0.66,0.75,2.05,0.70,aaargaaap Sivrisi
136574.00,1559.45,661.91,267.39,138384.00,417.00,0.91,0.99,0.53,0.71,2.48,0.63,aaargaaap Sivrisi
81422.00,1153.56,480.82,216.27,82045.00,321.98,0.89,0.99,0.67,0.77,2.22,0.67,aaargaaap Sivrisi
70499.00,1138.23,458.60,196.78,71760.00,299.60,0.90,0.98,0.72,0.68,2.33,0.65,aaargaaap Sivrisi
74859.00,1076.39,437.31,219.43,75487.00,308.73,0.87,0.99,0.72,0.81,1.99,0.71,aaargaaap Sivrisi
72537.00,1079.89,445.92,209.00,73318.00,303.90,0.88,0.99,0.64,0.78,2.13,0.68,aaargaaap Sivrisi
56296.00,931.01,378.59,190.03,56823.00,267.73,0.86,0.99,0.68,0.82,1.99,0.71,aaargaaap Sivrisi
101280.00,1317.01,553.35,235.20,102285.00,359.10,0.91,0.99,0.54,0.73,2.35,0.65,aaargaaap Sivrisi
68921.00,1055.06,410.37,216.91,69859.00,296.23,0.85,0.99,0.59,0.78,1.89,0.72,aaargaaap Sivrisi
104523.00,1374.16,569.72,235.53,106372.00,364.81,0.91,0.98,0.58,0.70,2.42,0.64,aaargaaap Sivrisi
79239.00,1131.80,468.32,216.29,79958.00,317.63,0.89,0.99,0.67,0.78,2.17,0.68,aaargaaap Sivrisi
72278.00,1106.91,470.25,196.34,72891.00,303.36,0.91,0.99,0.72,0.74,2.40,0.65,aaargaaap Sivrisi
110058.00,1406.42,606.75,231.95,111273.00,374.34,0.92,0.99,0.65,0.70,2.62,0.62,aaargaaap Sivrisi
57840.00,986.47,418.97,176.56,58299.00,271.37,0.91,0.99,0.62,0.75,2.37,0.65,aaargaaap Sivrisi
97398.00,1242.44,511.92,243.07,98067.00,352.15,0.88,0.99,0.61,0.79,2.11,0.69,aaargaaap Sivrisi
88290.00,1220.33,513.86,221.15,88954.00,335.28,0.90,0.99,0.69,0.75,2.32,0.65,aaargaaap Sivrisi
92761.00,1213.21,502.41,235.73,93383.00,343.67,0.88,0.99,0.60,0.79,2.13,0.68,aaargaaap Sivrisi
90597.00,1352.22,605.58,192.59,91557.00,339.63,0.95,0.99,0.47,0.62,3.14,0.56,aaargaaap Sivrisi
66646.00,1051.35,444.68,191.94,67235.00,291.30,0.90,0.99,0.68,0.76,2.32,0.66,aaargaaap Sivrisi
73763.00,1129.91,482.39,195.59,74838.00,306.46,0.91,0.99,0.77,0.73,2.47,0.64,aaargaaap Sivrisi
84930.00,1204.45,508.79,213.03,85665.00,328.84,0.91,0.99,0.55,0.74,2.39,0.65,aaargaaap Sivrisi
59856.00,978.84,407.09,188.23,60556.00,276.06,0.89,0.99,0.74,0.79,2.16,0.68,aaargaaap Sivrisi
67675.00,1066.32,451.03,191.95,68226.00,293.54,0.90,0.99,0.73,0.75,2.35,0.65,aaargaaap Sivrisi
86180.00,1207.00,505.23,218.15,87156.00,331.25,0.90,0.99,0.65,0.74,2.32,0.66,aaargaaap Sivrisi
92226.00,1215.81,500.15,235.14,92967.00,342.67,0.88,0.99,0.62,0.78,2.13,0.69,aaargaaap Sivrisi
92679.00,1258.54,533.88,222.08,93446.00,343.52,0.91,0.99,0.76,0.74,2.40,0.64,aaargaaap Sivrisi
55848.00,936.43,383.98,185.90,56278.00,266.66,0.88,0.99,0.73,0.80,2.07,0.69,aaargaaap Sivrisi
110296.00,1276.69,499.36,282.59,111342.00,374.74,0.82,0.99,0.73,0.85,1.77,0.75,aaargaaap Sivrisi
54519.00,917.66,374.87,185.68,54979.00,263.47,0.87,0.99,0.77,0.81,2.02,0.70,aaargaaap Sivrisi
85203.00,1183.74,487.63,222.88,85939.00,329.37,0.89,0.99,0.74,0.76,2.19,0.68,aaargaaap Sivrisi
86598.00,1242.79,534.48,206.70,87432.00,332.05,0.92,0.99,0.76,0.70,2.59,0.62,aaargaaap Sivrisi
93827.00,1313.81,564.21,215.25,95116.00,345.64,0.92,0.99,0.59,0.68,2.62,0.61,aaargaaap Sivrisi
93330.00,1278.15,549.09,217.07,94094.00,344.72,0.92,0.99,0.76,0.72,2.53,0.63,aaargaaap Sivrisi
91020.00,1184.31,475.73,244.14,91777.00,340.43,0.86,0.99,0.76,0.82,1.95,0.72,aaargaaap Sivrisi
82200.00,1215.35,525.50,199.31,82967.00,323.51,0.93,0.99,0.76,0.70,2.64,0.62,aaargaaap Sivrisi
85988.00,1187.60,495.84,221.23,86928.00,330.88,0.89,0.99,0.77,0.77,2.24,0.67,aaargaaap Sivrisi
78565.00,1140.59,472.71,212.31,79268.00,316.28,0.89,0.99,0.66,0.76,2.23,0.67,aaargaaap Sivrisi
85893.00,1244.19,532.94,205.99,86843.00,330.70,0.92,0.99,0.77,0.70,2.59,0.62,aaargaaap Sivrisi
74249.00,1082.23,434.45,218.49,75291.00,307.47,0.86,0.99,0.74,0.80,1.99,0.71,aaargaaap Sivrisi
97267.00,1259.32,519.98,239.03,98109.00,351.92,0.89,0.99,0.75,0.77,2.18,0.68,aaargaaap Sivrisi
83194.00,1209.65,517.52,205.19,84025.00,325.46,0.92,0.99,0.74,0.71,2.52,0.63,aaargaaap Sivrisi
71719.00,1037.99,407.56,226.02,72393.00,302.18,0.83,0.99,0.74,0.84,1.80,0.74,aaargaaap Sivrisi
109005.00,1325.52,535.70,259.88,110274.00,372.54,0.87,0.99,0.73,0.78,2.06,0.70,aaargaaap Sivrisi
115744.00,1430.17,612.32,241.16,116606.00,383.89,0.92,0.99,0.70,0.71,2.54,0.63,aaargaaap Sivrisi
108954.00,1419.75,620.10,224.50,110095.00,372.46,0.93,0.99,0.74,0.68,2.76,0.60,aaargaaap Sivrisi
83192.00,1234.26,541.29,196.19,83761.00,325.46,0.93,0.99,0.75,0.69,2.76,0.60,aaargaaap Sivrisi
88385.00,1227.38,516.82,218.35,89255.00,335.46,0.91,0.99,0.71,0.74,2.37,0.65,aaargaaap Sivrisi
84329.00,1139.89,461.91,233.76,84990.00,327.68,0.86,0.99,0.68,0.82,1.98,0.71,aaargaaap Sivrisi
86279.00,1195.53,504.16,218.40,86983.00,331.44,0.90,0.99,0.73,0.76,2.31,0.66,aaargaaap Sivrisi
75634.00,1110.39,429.98,229.97,76640.00,310.32,0.85,0.99,0.58,0.77,1.87,0.72,aaargaaap Sivrisi
88874.00,1241.55,529.58,213.96,89806.00,336.39,0.91,0.99,0.64,0.72,2.48,0.64,aaargaaap Sivrisi
77802.00,1087.47,435.52,228.23,78490.00,314.74,0.85,0.99,0.64,0.83,1.91,0.72,aaargaaap Sivrisi
92741.00,1190.62,473.05,250.72,93415.00,343.63,0.85,0.99,0.67,0.82,1.89,0.73,aaargaaap Sivrisi
82455.00,1267.16,559.19,188.50,83197.00,324.01,0.94,0.99,0.48,0.65,2.97,0.58,aaargaaap Sivrisi
62717.00,997.48,405.54,198.01,63319.00,282.58,0.87,0.99,0.60,0.79,2.05,0.70,aaargaaap Sivrisi
65453.00,1041.84,433.85,193.09,66027.00,288.68,0.90,0.99,0.58,0.76,2.25,0.67,aaargaaap Sivrisi
81158.00,1187.53,506.27,205.44,82178.00,321.46,0.91,0.99,0.75,0.72,2.46,0.63,aaargaaap Sivrisi
60780.00,1022.44,434.36,179.07,61611.00,278.19,0.91,0.99,0.57,0.73,2.43,0.64,aaargaaap Sivrisi
92335.00,1267.90,539.80,218.42,93195.00,342.88,0.91,0.99,0.55,0.72,2.47,0.64,aaargaaap Sivrisi
99165.00,1293.38,534.16,237.24,100300.00,355.33,0.90,0.99,0.63,0.74,2.25,0.67,aaargaaap Sivrisi
79222.00,1175.30,501.31,201.72,79890.00,317.60,0.92,0.99,0.55,0.72,2.49,0.63,aaargaaap Sivrisi
95502.00,1232.35,507.05,241.11,96193.00,348.71,0.88,0.99,0.75,0.79,2.10,0.69,aaargaaap Sivrisi
105232.00,1295.68,518.45,262.76,107405.00,366.04,0.86,0.98,0.66,0.79,1.97,0.71,aaargaaap Sivrisi
68120.00,1071.35,454.34,192.25,68672.00,294.50,0.91,0.99,0.72,0.75,2.36,0.65,aaargaaap Sivrisi
98701.00,1311.77,559.21,225.49,99574.00,354.50,0.92,0.99,0.68,0.72,2.48,0.63,aaargaaap Sivrisi
75019.00,1156.91,498.47,192.81,75706.00,309.06,0.92,0.99,0.66,0.70,2.59,0.62,aaargaaap Sivrisi
82804.00,1169.73,491.67,216.37,83373.00,324.70,0.90,0.99,0.74,0.76,2.27,0.66,aaargaaap Sivrisi
74674.00,1080.25,424.16,227.53,75586.00,308.35,0.84,0.99,0.69,0.80,1.86,0.73,aaargaaap Sivrisi
97037.00,1293.86,548.91,226.48,97866.00,351.50,0.91,0.99,0.55,0.73,2.42,0.64,aaargaaap Sivrisi
67675.00,1055.24,437.48,197.97,68422.00,293.54,0.89,0.99,0.57,0.76,2.21,0.67,aaargaaap Sivrisi
91350.00,1282.51,530.20,219.65,92091.00,341.04,0.91,0.99,0.58,0.70,2.41,0.64,aaargaaap Sivrisi
66642.00,1021.87,416.47,204.26,67266.00,291.29,0.87,0.99,0.67,0.80,2.04,0.70,aaargaaap Sivrisi
99270.00,1245.96,495.69,255.72,100359.00,355.52,0.86,0.99,0.70,0.80,1.94,0.72,aaargaaap Sivrisi
72484.00,1154.29,480.26,192.80,73387.00,303.79,0.92,0.99,0.65,0.68,2.49,0.63,aaargaaap Sivrisi
106032.00,1345.16,562.22,242.19,106974.00,367.43,0.90,0.99,0.56,0.74,2.32,0.65,aaargaaap Sivrisi
68785.00,1077.08,452.94,193.74,69507.00,295.94,0.90,0.99,0.67,0.75,2.34,0.65,aaargaaap Sivrisi
57894.00,965.19,383.12,193.34,58879.00,271.50,0.86,0.98,0.78,0.78,1.98,0.71,aaargaaap Sivrisi
60862.00,993.66,412.44,188.21,61487.00,278.37,0.89,0.99,0.62,0.77,2.19,0.67,aaargaaap Sivrisi
78570.00,1148.58,476.67,210.38,79264.00,316.29,0.90,0.99,0.59,0.75,2.27,0.66,aaargaaap Sivrisi
87082.00,1237.49,529.34,210.20,88025.00,332.98,0.92,0.99,0.74,0.71,2.52,0.63,aaargaaap Sivrisi
74626.00,1125.77,473.18,201.56,75383.00,308.25,0.90,0.99,0.57,0.74,2.35,0.65,aaargaaap Sivrisi
79128.00,1170.56,492.72,204.75,79812.00,317.41,0.91,0.99,0.55,0.73,2.41,0.64,aaargaaap Sivrisi
71463.00,1048.40,410.88,224.10,72035.00,301.64,0.84,0.99,0.66,0.82,1.83,0.73,aaargaaap Sivrisi
103437.00,1252.59,492.41,268.24,104424.00,362.91,0.84,0.99,0.72,0.83,1.84,0.74,aaargaaap Sivrisi
66894.00,1032.50,413.93,206.40,67682.00,291.84,0.87,0.99,0.62,0.79,2.01,0.71,aaargaaap Sivrisi
107367.00,1326.82,540.16,253.70,108296.00,369.73,0.88,0.99,0.70,0.77,2.13,0.68,aaargaaap Sivrisi
67870.00,1028.59,406.93,212.95,68558.00,293.96,0.85,0.99,0.70,0.81,1.91,0.72,aaargaaap Sivrisi
76132.00,1135.57,465.73,208.94,77129.00,311.34,0.89,0.99,0.75,0.74,2.23,0.67,aaargaaap Sivrisi
84130.00,1144.56,456.60,235.26,84914.00,327.29,0.86,0.99,0.76,0.81,1.94,0.72,aaargaaap Sivrisi
82296.00,1171.85,484.49,216.63,83021.00,323.70,0.89,0.99,0.76,0.75,2.24,0.67,aaargaaap Sivrisi
77975.00,1115.54,457.16,218.22,78637.00,315.09,0.88,0.99,0.74,0.79,2.09,0.69,aaargaaap Sivrisi
78063.00,1153.23,478.53,208.81,78850.00,315.27,0.90,0.99,0.71,0.74,2.29,0.66,aaargaaap Sivrisi
67440.00,1010.59,395.43,217.94,68229.00,293.03,0.83,0.99,0.72,0.83,1.81,0.74,aaargaaap Sivrisi
95090.00,1275.55,541.70,224.24,95993.00,347.95,0.91,0.99,0.77,0.73,2.42,0.64,aaargaaap Sivrisi
73755.00,1110.61,462.09,205.24,74576.00,306.44,0.90,0.99,0.75,0.75,2.25,0.66,aaargaaap Sivrisi
93720.00,1192.99,472.72,252.90,94547.00,345.44,0.84,0.99,0.68,0.83,1.87,0.73,aaargaaap Sivrisi
85669.00,1246.56,454.40,242.77,87064.00,330.27,0.85,0.98,0.75,0.69,1.87,0.73,aaargaaap Sivrisi
63928.00,1029.56,412.40,198.93,64857.00,285.30,0.88,0.99,0.74,0.76,2.07,0.69,aaargaaap Sivrisi
81479.00,1256.52,555.65,189.88,82557.00,322.09,0.94,0.99,0.74,0.65,2.93,0.58,aaargaaap Sivrisi
97248.00,1244.14,513.98,242.39,97960.00,351.88,0.88,0.99,0.76,0.79,2.12,0.68,aaargaaap Sivrisi
87308.00,1228.18,527.96,210.72,87964.00,333.41,0.92,0.99,0.78,0.73,2.51,0.63,aaargaaap Sivrisi
85361.00,1128.45,439.45,248.49,86223.00,329.67,0.82,0.99,0.76,0.84,1.77,0.75,aaargaaap Sivrisi
84253.00,1193.28,502.83,213.71,85011.00,327.53,0.91,0.99,0.63,0.74,2.35,0.65,aaargaaap Sivrisi
101375.00,1359.79,589.48,220.45,102089.00,359.27,0.93,0.99,0.52,0.69,2.67,0.61,aaargaaap Sivrisi
82318.00,1195.48,507.83,206.87,83200.00,323.74,0.91,0.99,0.73,0.72,2.45,0.64,aaargaaap Sivrisi
72559.00,1056.81,421.91,219.86,73258.00,303.95,0.85,0.99,0.74,0.82,1.92,0.72,aaargaaap Sivrisi
79868.00,1180.28,505.10,201.89,80583.00,318.89,0.92,0.99,0.77,0.72,2.50,0.63,aaargaaap Sivrisi
84542.00,1169.42,483.34,224.06,85293.00,328.09,0.89,0.99,0.62,0.78,2.16,0.68,aaargaaap Sivrisi
84359.00,1211.76,519.99,207.14,85081.00,327.73,0.92,0.99,0.65,0.72,2.51,0.63,aaargaaap Sivrisi
61409.00,1022.51,438.31,178.55,61903.00,279.62,0.91,0.99,0.63,0.74,2.45,0.64,aaargaaap Sivrisi
57996.00,962.79,392.65,190.13,58666.00,271.74,0.87,0.99,0.72,0.79,2.07,0.69,aaargaaap Sivrisi
89236.00,1249.03,523.93,217.96,90416.00,337.07,0.91,0.99,0.54,0.72,2.40,0.64,aaargaaap Sivrisi
81699.00,1192.31,507.86,206.56,82471.00,322.53,0.91,0.99,0.68,0.72,2.46,0.64,aaargaaap Sivrisi
92511.00,1166.98,464.75,253.80,93135.00,343.20,0.84,0.99,0.74,0.85,1.83,0.74,aaargaaap Sivrisi
93398.00,1242.00,509.96,234.54,94916.00,344.84,0.89,0.98,0.74,0.76,2.17,0.68,aaargaaap Sivrisi
83068.00,1212.69,524.60,202.68,83803.00,325.22,0.92,0.99,0.76,0.71,2.59,0.62,aaargaaap Sivrisi
125697.00,1403.47,569.15,282.21,126538.00,400.05,0.87,0.99,0.66,0.80,2.02,0.70,aaargaaap Sivrisi
80021.00,1208.54,528.93,192.82,80685.00,319.20,0.93,0.99,0.77,0.69,2.74,0.60,aaargaaap Sivrisi
93104.00,1223.00,510.92,232.43,93789.00,344.30,0.89,0.99,0.72,0.78,2.20,0.67,aaargaaap Sivrisi
71620.00,1142.70,493.59,185.14,72311.00,301.98,0.93,0.99,0.68,0.69,2.67,0.61,aaargaaap Sivrisi
78504.00,1183.69,511.40,196.65,79546.00,316.16,0.92,0.99,0.77,0.70,2.60,0.62,aaargaaap Sivrisi
67628.00,1060.60,446.17,194.17,68180.00,293.44,0.90,0.99,0.75,0.76,2.30,0.66,aaargaaap Sivrisi
117469.00,1408.89,594.91,252.02,118327.00,386.74,0.91,0.99,0.76,0.74,2.36,0.65,aaargaaap Sivrisi
91175.00,1271.51,543.42,215.26,91936.00,340.72,0.92,0.99,0.77,0.71,2.52,0.63,aaargaaap Sivrisi
90959.00,1232.10,508.82,228.22,91689.00,340.31,0.89,0.99,0.75,0.75,2.23,0.67,aaargaaap Sivrisi
98410.00,1327.27,573.22,219.43,99166.00,353.98,0.92,0.99,0.75,0.70,2.61,0.62,aaargaaap Sivrisi
112075.00,1349.97,550.98,260.35,112998.00,377.75,0.88,0.99,0.75,0.77,2.12,0.69,aaargaaap Sivrisi
87984.00,1264.04,545.02,205.97,88755.00,334.70,0.93,0.99,0.78,0.69,2.65,0.61,aaargaaap Sivrisi
77985.00,1129.18,464.07,214.76,78725.00,315.11,0.89,0.99,0.73,0.77,2.16,0.68,aaargaaap Sivrisi
95149.00,1234.35,502.49,241.81,96002.00,348.06,0.88,0.99,0.72,0.78,2.08,0.69,aaargaaap Sivrisi
69872.00,1074.93,446.36,199.74,70550.00,298.27,0.89,0.99,0.69,0.76,2.23,0.67,aaargaaap Sivrisi
80229.00,1134.81,456.84,225.24,81291.00,319.61,0.87,0.99,0.74,0.78,2.03,0.70,aaargaaap Sivrisi
88581.00,1198.68,482.08,235.56,89909.00,335.83,0.87,0.99,0.62,0.77,2.05,0.70,aaargaaap Sivrisi
73018.00,1117.48,465.55,199.84,73679.00,304.91,0.90,0.99,0.56,0.73,2.33,0.65,aaargaaap Sivrisi
80769.00,1130.35,464.10,222.60,81408.00,320.68,0.88,0.99,0.77,0.79,2.08,0.69,aaargaaap Sivrisi
75239.00,1154.73,492.46,195.50,75925.00,309.51,0.92,0.99,0.53,0.71,2.52,0.63,aaargaaap Sivrisi
84635.00,1124.28,432.92,250.52,85438.00,328.27,0.82,0.99,0.70,0.84,1.73,0.76,aaargaaap Sivrisi
85346.00,1189.94,491.56,222.76,86234.00,329.65,0.89,0.99,0.60,0.76,2.21,0.67,aaargaaap Sivrisi
94521.00,1246.39,508.20,237.32,95494.00,346.91,0.88,0.99,0.58,0.76,2.14,0.68,aaargaaap Sivrisi
74469.00,1081.58,436.86,217.84,75103.00,307.92,0.87,0.99,0.64,0.80,2.01,0.70,aaargaaap Sivrisi
78934.00,1143.32,471.89,213.73,79704.00,317.02,0.89,0.99,0.63,0.76,2.21,0.67,aaargaaap Sivrisi
76774.00,1112.95,460.22,212.89,77445.00,312.65,0.89,0.99,0.63,0.78,2.16,0.68,aaargaaap Sivrisi
74462.00,1148.40,494.40,192.17,75087.00,307.91,0.92,0.99,0.64,0.71,2.57,0.62,aaargaaap Sivrisi
65428.00,975.18,378.99,220.62,66000.00,288.63,0.81,0.99,0.70,0.86,1.72,0.76,aaargaaap Sivrisi
91752.00,1219.54,498.37,234.97,92712.00,341.79,0.88,0.99,0.60,0.78,2.12,0.69,aaargaaap Sivrisi
68778.00,1025.17,408.27,215.92,69437.00,295.92,0.85,0.99,0.64,0.82,1.89,0.72,aaargaaap Sivrisi
79951.00,1214.31,520.66,196.23,80756.00,319.06,0.93,0.99,0.51,0.68,2.65,0.61,aaargaaap Sivrisi
72826.00,1068.76,435.55,213.75,73578.00,304.51,0.87,0.99,0.63,0.80,2.04,0.70,aaargaaap Sivrisi
76345.00,1134.26,474.97,205.43,77175.00,311.78,0.90,0.99,0.58,0.75,2.31,0.66,aaargaaap Sivrisi
101155.00,1310.61,558.59,231.22,101903.00,358.88,0.91,0.99,0.55,0.74,2.42,0.64,aaargaaap Sivrisi
99147.00,1258.03,516.83,244.93,99985.00,355.30,0.88,0.99,0.66,0.79,2.11,0.69,aaargaaap Sivrisi
99695.00,1279.76,535.81,237.36,100429.00,356.28,0.90,0.99,0.59,0.76,2.26,0.66,aaargaaap Sivrisi
77220.00,1170.05,498.06,198.70,77949.00,313.56,0.92,0.99,0.64,0.71,2.51,0.63,aaargaaap Sivrisi
87144.00,1190.49,486.85,228.99,88042.00,333.10,0.88,0.99,0.60,0.77,2.13,0.68,aaargaaap Sivrisi
87356.00,1166.88,474.47,234.93,88135.00,333.50,0.87,0.99,0.67,0.81,2.02,0.70,aaargaaap Sivrisi
95817.00,1261.14,523.87,233.96,96609.00,349.28,0.89,0.99,0.65,0.76,2.24,0.67,aaargaaap Sivrisi
